188545,Lewandowski,92,"ST,CF",FC Barcelona,LaLiga Santander,Poland,77,92,81,87,45,84,4,4,laligapotm,#9fdce1,#13242c,#9fdce1,gold86,241,53,37,1
158023,Messi,92,CAM,Paris SG,Ligue 1 Uber Eats,Argentina,82,90,91,95,35,65,4,4,l1potm,#c3ca24,#16294d,#c3ca24,gold79,73,16,52,2
208722,Mané,92,"LM,CF,LW",FC Bayern München,Bundesliga,Senegal,93,87,85,91,48,82,4,4,onestowatch,#c6f553,#160558,#c6f553,gold21,21,19,136,2
267896,Müller,92,"ST,CF",ICON,Icons,Germany,84,93,75,86,42,75,4,4,legend,#5e4e22,#fff,#73663b,gold12,112658,2118,21,1
256013,Puskás,92,"ST,CF",ICON,Icons,Hungary,89,95,90,91,47,77,3,4,legend,#5e4e22,#fff,#73663b,gold12,112658,2118,23,1
247552,Garrincha,92,"RW,RM",ICON,Icons,Brazil,90,86,92,94,41,67,4,5,legend,#5e4e22,#fff,#73663b,gold12,112658,2118,54,1
1109,Maldini,92,"CB,LB",ICON,Icons,Italy,82,56,74,68,95,81,4,2,legend,#5e4e22,#fff,#73663b,gold12,112658,2118,27,1
209331,Salah,92,"RW,RM",Liverpool,Premier League,Egypt,92,91,85,92,49,78,3,4,goldif,#947b41,#2f2f2f,#e2d17e,gold3,9,13,111,2
231747,Mbappé,92,"ST,CF,LW",Paris SG,Ligue 1 Uber Eats,France,98,90,82,93,37,78,4,5,goldif,#947b41,#2f2f2f,#e2d17e,gold3,73,16,18,1
192985,De Bruyne,92,"CM,CAM",Manchester City,Premier League,Belgium,75,89,94,88,66,79,5,4,goldif,#947b41,#2f2f2f,#e2d17e,gold3,10,13,7,2
241721,Rafael Leão,91,"ST,CF",Milan,Serie A TIM,Portugal,96,85,81,91,34,83,4,5,wcphenoms,#000,#bfbfbf,#000,gold146,47,31,38,0
173731,Bale,91,"RW,RM",LAFC,MLS,Wales,89,92,90,88,63,83,3,4,wcstories,#000,#bfbfbf,#000,gold145,112996,39,50,0
200104,Son,91,"LW,LM",Spurs,Premier League,Korea Republic,90,91,86,89,44,75,5,4,roadtowc,#f9d202,#932ecb,#20c3ba,gold139,18,13,167,2
200145,Casemiro,91,CM,Manchester Utd,Premier League,Brazil,76,78,80,77,90,92,3,3,wctott,#fff,#000,#c4c8c9,gold138,11,13,54,1
202126,Kane,91,"ST,CF",Spurs,Premier League,England,84,93,86,85,48,85,5,3,wctott,#fff,#000,#c4c8c9,gold138,18,13,14,1
166676,Völler,91,"ST,CF",Serie A Hero,Serie A TIM,Germany,91,94,78,90,49,87,4,3,wchero,#315343,#83480c,#dcc382,gold133,999031,31,21,1
266691,Forlán,91,"ST,CF,LW",LaLiga Hero,LaLiga Santander,Uruguay,90,94,83,90,58,80,4,4,wchero,#315343,#83480c,#dcc382,gold133,999053,53,60,1
239541,Stoichkov,91,LW,ICON,Icons,Bulgaria,91,92,87,91,49,85,3,4,worldcup-icon,#971b3b,#fff,#73663b,gold129,112658,2118,9,1
239064,Cannavaro,91,CB,ICON,Icons,Italy,78,44,63,67,93,84,3,2,worldcup-icon,#971b3b,#fff,#73663b,gold129,112658,2118,27,1
247700,Dalglish,91,"ST,CF",ICON,Icons,Scotland,89,91,78,89,42,72,5,4,worldcup-icon,#971b3b,#fff,#73663b,gold129,112658,2118,42,1
13038,Carles Puyol,91,CB,ICON,Icons,Spain,75,45,67,58,93,91,3,2,worldcup-icon,#971b3b,#fff,#73663b,gold129,112658,2118,45,1
255357,Eto'o,91,"ST,CF",ICON,Icons,Cameroon,93,92,82,89,52,82,5,4,worldcup-icon,#971b3b,#fff,#73663b,gold129,112658,2118,103,1
239603,Emilio Butragueño,91,"ST,CF",ICON,Icons,Spain,93,89,80,91,42,69,5,4,worldcup-icon,#971b3b,#fff,#73663b,gold129,112658,2118,45,1
239530,Moore,91,CB,ICON,Icons,England,80,62,82,77,92,84,3,2,worldcup-icon,#971b3b,#fff,#73663b,gold129,112658,2118,14,1
239081,Luís Figo,91,"RW,RM,CAM",ICON,Icons,Portugal,91,87,89,91,40,79,4,5,worldcup-icon,#971b3b,#fff,#73663b,gold129,112658,2118,38,1
192985,De Bruyne,91,"CM,CAM",Belgium,World Cup,Belgium,74,88,93,87,64,77,5,4,worldcup,#971b3b,#971b3b,#fff,gold128,1325,1990,7,2
188545,Lewandowski,91,"ST,CF",Poland,World Cup,Poland,75,91,79,86,44,83,4,4,worldcup,#971b3b,#971b3b,#fff,gold128,1353,1990,37,1
231747,Mbappé,91,"ST,CF,LW",France,World Cup,France,97,89,80,92,36,76,4,5,worldcup,#971b3b,#971b3b,#fff,gold128,1335,1990,18,1
165153,Benzema,91,"CF,ST",France,World Cup,France,80,88,83,87,39,78,4,4,worldcup,#971b3b,#971b3b,#fff,gold128,1335,1990,18,1
158023,Messi,91,"RW,RM",Argentina,World Cup,Argentina,81,89,90,94,34,64,4,4,worldcup,#971b3b,#971b3b,#fff,gold128,1369,1990,52,2
188567,Aubameyang,91,"ST,CF",Chelsea,Premier League,Gabon,93,90,84,85,42,76,4,4,clfinal,#c6f553,#160558,#a8fcff,gold50,5,13,115,2
20801,Cristiano Ronaldo,91,"ST,CF",Manchester Utd,Premier League,Portugal,83,89,80,90,37,78,4,5,halloween,#d36c12,#000,#44f8f2,gold22,11,13,38,1
190043,Pelé,91,"CF,CAM,ST,LW",ICON,Icons,Brazil,94,89,88,93,53,73,4,5,legend,#5e4e22,#fff,#73663b,gold12,112658,2118,54,1
248449,Zidane,91,"CM,CAM",ICON,Icons,France,84,86,91,90,73,81,5,5,legend,#5e4e22,#fff,#73663b,gold12,112658,2118,18,1
243079,Baggio,91,"CAM,CF",ICON,Icons,Italy,88,82,89,90,38,60,4,5,legend,#5e4e22,#fff,#73663b,gold12,112658,2118,27,1
242521,Cruyff,91,"CF,CAM,ST",ICON,Icons,Netherlands,91,89,88,93,41,72,5,5,legend,#5e4e22,#fff,#73663b,gold12,112658,2118,34,1
190049,Eusébio,91,"CF,ST",ICON,Icons,Portugal,93,93,88,90,42,74,5,4,legend,#5e4e22,#fff,#73663b,gold12,112658,2118,38,1
239527,Baresi,91,CB,ICON,Icons,Italy,69,48,74,70,94,80,3,2,legend,#5e4e22,#fff,#73663b,gold12,112658,2118,27,1
239054,van Basten,91,"ST,CF",ICON,Icons,Netherlands,79,92,75,87,40,70,4,3,legend,#5e4e22,#fff,#73663b,gold12,112658,2118,34,1
238706,Ronaldinho,91,"CAM,CF,LW",ICON,Icons,Brazil,91,86,88,92,36,79,4,5,legend,#5e4e22,#fff,#73663b,gold12,112658,2118,54,1
238436,Matthäus,91,"CDM,CB,RM",ICON,Icons,Germany,87,84,86,77,89,82,4,3,legend,#5e4e22,#fff,#73663b,gold12,112658,2118,21,1
209331,Salah,91,"RM,RW",Liverpool,Premier League,Egypt,91,90,83,91,47,77,3,4,goldif,#947b41,#2f2f2f,#e2d17e,gold3,9,13,111,2
231747,Mbappé,91,"ST,CF,LW",Paris SG,Ligue 1 Uber Eats,France,97,89,80,92,36,76,4,5,goldrare,#947b41,#d09c35,#452d19,gold1,73,16,18,1
192985,De Bruyne,91,"CM,CAM",Manchester City,Premier League,Belgium,74,88,93,87,64,77,5,4,goldrare,#947b41,#d09c35,#452d19,gold1,10,13,7,2
188545,Lewandowski,91,"ST,CF",FC Barcelona,LaLiga Santander,Poland,75,91,79,86,44,83,4,4,goldrare,#947b41,#d09c35,#452d19,gold1,241,53,37,0
165153,Benzema,91,"CF,ST",Real Madrid,LaLiga Santander,France,80,88,83,87,39,78,4,4,goldrare,#947b41,#d09c35,#452d19,gold1,243,53,18,0
158023,Messi,91,"RW,RM",Paris SG,Ligue 1 Uber Eats,Argentina,81,89,90,94,34,64,4,4,goldrare,#947b41,#d09c35,#452d19,gold1,73,16,52,2
261394,Casillas,91,GK,ICON,Icons,Spain,92,88,85,91,59,91,3,1,worldcup-icon,#971b3b,#fff,#73663b,gold129,112658,2118,45,1
238381,Yashin,91,GK,ICON,Icons,Russia,93,85,73,93,62,92,3,1,legend,#5e4e22,#fff,#73663b,gold12,112658,2118,40,1
252371,Bellingham,90,"CM,LM",Borussia Dortmund,Bundesliga,England,82,82,85,90,85,86,4,4,wcphenoms,#000,#bfbfbf,#000,gold146,22,19,14,0
212198,Bruno Fernandes,90,"CAM,CM",Manchester Utd,Premier League,Portugal,80,89,91,85,71,80,4,4,wcstories,#000,#bfbfbf,#000,gold145,11,13,38,0
207865,Marquinhos,90,CB,Paris SG,Ligue 1 Uber Eats,Brazil,81,58,78,78,91,84,3,3,roadtowc,#f9d202,#932ecb,#20c3ba,gold139,73,16,54,2
177003,Modrić,90,CM,Real Madrid,LaLiga Santander,Croatia,78,80,91,90,77,70,4,4,roadtowc,#f9d202,#932ecb,#20c3ba,gold139,243,53,10,2
183898,Di María,90,"LW,LM",Juventus,Serie A TIM,Argentina,90,86,89,92,53,76,4,5,wctott,#fff,#000,#c4c8c9,gold138,45,31,52,1
237692,Foden,90,"RW,RM,CF,LW",Manchester City,Premier League,England,88,85,87,93,62,67,4,4,wctott,#fff,#000,#c4c8c9,gold138,10,13,14,1
5661,Fernando Morientes,90,"ST,CAM,CF,RW",LaLiga Hero,LaLiga Santander,Spain,86,92,78,84,46,87,4,4,wchero,#315343,#83480c,#dcc382,gold133,999053,53,45,1
261593,Kohler,90,CB,Bundesliga Hero,Bundesliga,Germany,75,52,64,63,92,91,3,2,wchero,#315343,#83480c,#dcc382,gold133,999019,19,21,1
266690,Lúcio,90,CB,Bundesliga Hero,Bundesliga,Brazil,83,73,76,78,93,90,4,3,wchero,#315343,#83480c,#dcc382,gold133,999019,19,54,1
167134,Papin,90,"ST,CF",Ligue 1 Hero,Ligue 1 Uber Eats,France,85,94,74,85,45,77,4,3,wchero,#315343,#83480c,#dcc382,gold133,999016,16,18,1
216352,Brozović,90,"CDM,CM",Inter,Serie A TIM,Croatia,79,83,87,87,88,84,4,3,silverstars,#27d5b5,#971b3b,#fff,gold130,44,31,10,0
143076,Gómez,90,"CAM,LW",Sevilla FC,LaLiga Santander,Argentina,92,86,89,92,45,63,4,4,silverstars,#27d5b5,#971b3b,#fff,gold130,481,53,52,0
238794,Vinícius Jr.,90,"LW,LM",Real Madrid,LaLiga Santander,Brazil,98,85,81,93,32,74,4,5,silverstars,#27d5b5,#971b3b,#fff,gold130,243,53,54,0
228702,de Jong,90,CM,FC Barcelona,LaLiga Santander,Netherlands,86,74,90,90,82,84,3,4,silverstars,#27d5b5,#971b3b,#fff,gold130,241,53,34,0
201024,Koulibaly,90,CB,Chelsea,Premier League,Senegal,84,36,68,74,91,88,4,2,silverstars,#27d5b5,#971b3b,#fff,gold130,5,13,136,0
239524,Lineker,90,"ST,CF",ICON,Icons,England,89,90,72,85,37,75,4,3,worldcup-icon,#971b3b,#fff,#73663b,gold129,112658,2118,14,1
239056,Hagi,90,"CAM,CM,LM",ICON,Icons,Romania,85,88,90,89,42,65,5,4,worldcup-icon,#971b3b,#fff,#73663b,gold129,112658,2118,39,1
222481,Blanc,90,"CB,CAM",ICON,Icons,France,80,69,70,79,91,86,3,2,worldcup-icon,#971b3b,#fff,#73663b,gold129,112658,2118,18,1
239419,Shevchenko,90,"ST,CF,RW",ICON,Icons,Ukraine,86,91,73,86,35,75,4,4,worldcup-icon,#971b3b,#fff,#73663b,gold129,112658,2118,49,1
237071,Roberto Carlos,90,"LB,LWB",ICON,Icons,Brazil,91,82,85,80,85,85,3,3,worldcup-icon,#971b3b,#fff,#73663b,gold129,112658,2118,54,1
256338,Schweinsteiger,90,"CM,LM",ICON,Icons,Germany,75,85,88,84,86,87,3,3,worldcup-icon,#971b3b,#fff,#73663b,gold129,112658,2118,21,1
238426,Vieira,90,CM,ICON,Icons,France,84,78,81,84,88,90,3,3,worldcup-icon,#971b3b,#fff,#73663b,gold129,112658,2118,18,1
262110,van Persie,90,"ST,CF",ICON,Icons,Netherlands,84,93,86,89,45,75,4,4,worldcup-icon,#971b3b,#fff,#73663b,gold129,112658,2118,34,1
11141,Klose,90,"ST,CF",ICON,Icons,Germany,86,88,75,82,42,80,4,4,worldcup-icon,#971b3b,#fff,#73663b,gold129,112658,2118,21,1
247693,Drogba,90,"ST,CF",ICON,Icons,Ivory Coast,88,91,76,81,47,89,5,4,worldcup-icon,#971b3b,#fff,#73663b,gold129,112658,2118,108,1
239058,Laudrup,90,"CAM,LW",ICON,Icons,Denmark,84,78,90,91,37,63,4,4,worldcup-icon,#971b3b,#fff,#73663b,gold129,112658,2118,13,1
20801,Cristiano Ronaldo,90,"ST,CF",Portugal,World Cup,Portugal,81,92,78,85,34,75,4,5,worldcup,#971b3b,#971b3b,#fff,gold128,1354,1990,38,1
203376,van Dijk,90,CB,Netherlands,World Cup,Netherlands,81,60,71,72,91,86,3,2,worldcup,#971b3b,#971b3b,#fff,gold128,105035,1990,34,2
210514,João Cancelo,90,"CM,RWB,CDM",Manchester City,Premier League,Portugal,87,77,87,87,84,78,4,4,shapeshifters,#f61851,#69cced,#f6ec11,gold97,10,13,38,1
189596,Müller,90,"CAM,CF",FC Bayern München,Bundesliga,Germany,82,88,86,86,62,76,4,3,clfinal,#c6f553,#160558,#a8fcff,gold50,21,19,21,2
156616,Ribéry,90,"LW,LM",Salernitana,Serie A TIM,France,89,85,86,90,35,70,5,5,premiumsbc,#8b4074,#1b93cb,#fff,gold25,110373,31,18,1
156616,Ribéry,90,"CF,CAM,ST",Salernitana,Serie A TIM,France,90,88,78,90,37,68,5,5,halloween,#d36c12,#000,#44f8f2,gold22,110373,31,18,2
239085,Haaland,90,"ST,CF",Manchester City,Premier League,Norway,91,93,69,83,52,89,3,3,onestowatch,#c6f553,#160558,#c6f553,gold21,10,13,36,1
268515,Jairzinho,90,"RW,RM",ICON,Icons,Brazil,93,89,86,91,49,75,4,5,legend,#5e4e22,#fff,#73663b,gold12,112658,2118,54,1
260816,Cafu,90,"RB,RWB",ICON,Icons,Brazil,90,57,85,87,88,84,3,4,legend,#5e4e22,#fff,#73663b,gold12,112658,2118,54,1
255909,Xavi,90,CM,ICON,Icons,Spain,77,74,93,92,66,68,3,4,legend,#5e4e22,#fff,#73663b,gold12,112658,2118,45,1
255476,Cantona,90,"CF,ST",ICON,Icons,France,85,90,89,91,54,90,4,5,legend,#5e4e22,#fff,#73663b,gold12,112658,2118,18,1
255357,Eto'o,90,"ST,CF",ICON,Icons,Cameroon,91,91,82,88,53,81,4,4,legend,#5e4e22,#fff,#73663b,gold12,112658,2118,103,1
247700,Dalglish,90,"CF,ST",ICON,Icons,Scotland,87,90,79,89,42,71,5,4,legend,#5e4e22,#fff,#73663b,gold12,112658,2118,42,1
247616,Pirlo,90,"CM,CDM",ICON,Icons,Italy,75,79,93,90,68,65,4,5,legend,#5e4e22,#fff,#73663b,gold12,112658,2118,27,1
247552,Garrincha,90,"RW,RM",ICON,Icons,Brazil,90,83,88,93,41,67,4,5,legend,#5e4e22,#fff,#73663b,gold12,112658,2118,54,1
247327,Carlos Alberto,90,"RB,RWB,CB",ICON,Icons,Brazil,90,63,80,83,87,84,4,3,legend,#5e4e22,#fff,#73663b,gold12,112658,2118,54,1
242951,Rivaldo,90,"CF,CAM,ST,LW",ICON,Icons,Brazil,85,90,87,90,43,77,2,4,legend,#5e4e22,#fff,#73663b,gold12,112658,2118,54,1
239603,Emilio Butragueño,90,"ST,CF",ICON,Icons,Spain,92,88,81,91,42,70,5,3,legend,#5e4e22,#fff,#73663b,gold12,112658,2118,45,1
239541,Stoichkov,90,"LW,LM,ST",ICON,Icons,Bulgaria,90,90,87,90,48,84,3,4,legend,#5e4e22,#fff,#73663b,gold12,112658,2118,9,1
239533,van Nistelrooy,90,"ST,CF",ICON,Icons,Netherlands,82,88,72,82,38,80,3,3,legend,#5e4e22,#fff,#73663b,gold12,112658,2118,34,1
239081,Luís Figo,90,"RW,RM,CAM",ICON,Icons,Portugal,90,86,88,91,40,78,4,4,legend,#5e4e22,#fff,#73663b,gold12,112658,2118,38,1
239063,Nesta,90,CB,ICON,Icons,Italy,71,41,62,66,91,85,3,2,legend,#5e4e22,#fff,#73663b,gold12,112658,2118,27,1
238437,Best,90,"RW,RM,CAM,LW",ICON,Icons,Northern Ireland,90,90,83,93,57,70,4,4,legend,#5e4e22,#fff,#73663b,gold12,112658,2118,35,1
238433,Gullit,90,"CM,CB,ST",ICON,Icons,Netherlands,88,88,88,87,80,87,5,4,legend,#5e4e22,#fff,#73663b,gold12,112658,2118,34,1
13038,Carles Puyol,90,"CB,RB",ICON,Icons,Spain,72,45,66,58,93,91,3,2,legend,#5e4e22,#fff,#73663b,gold12,112658,2118,45,1
237062,Henry,90,"LW,LM,ST",ICON,Icons,France,90,88,85,87,51,77,4,4,legend,#5e4e22,#fff,#73663b,gold12,112658,2118,18,1
237063,Ronaldo,90,"ST,CF",ICON,Icons,Brazil,94,90,77,91,42,72,4,4,legend,#5e4e22,#fff,#73663b,gold12,112658,2118,54,1
238387,Bergkamp,90,"CAM,RW,ST",ICON,Icons,Netherlands,85,89,83,88,35,73,4,4,legend,#5e4e22,#fff,#73663b,gold12,112658,2118,34,1
238383,Del Piero,90,"CF,CAM,ST",ICON,Icons,Italy,85,90,85,92,42,69,5,4,legend,#5e4e22,#fff,#73663b,gold12,112658,2118,27,1
182521,Kroos,90,CM,Real Madrid,LaLiga Santander,Germany,57,83,92,84,73,71,5,3,goldif,#947b41,#2f2f2f,#e2d17e,gold3,243,53,21,2
208722,Mané,90,"LM,CF,LW",FC Bayern München,Bundesliga,Senegal,91,85,82,89,45,78,4,4,goldif,#947b41,#2f2f2f,#e2d17e,gold3,21,19,136,2
200145,Casemiro,90,CDM,Manchester Utd,Premier League,Brazil,65,75,76,73,88,91,3,2,goldif,#947b41,#2f2f2f,#e2d17e,gold3,11,13,54,2
190871,Neymar Jr,90,"CAM,LM",Paris SG,Ligue 1 Uber Eats,Brazil,88,85,86,94,38,63,5,5,goldif,#947b41,#2f2f2f,#e2d17e,gold3,73,16,54,1
200104,Son,90,"LW,LM",Spurs,Premier League,Korea Republic,89,90,84,87,43,71,5,4,goldif,#947b41,#2f2f2f,#e2d17e,gold3,18,13,167,2
209331,Salah,90,"RW,RM",Liverpool,Premier League,Egypt,90,89,82,90,45,75,3,4,goldrare,#947b41,#d09c35,#452d19,gold1,9,13,111,2
203376,van Dijk,90,CB,Liverpool,Premier League,Netherlands,81,60,71,72,91,86,3,2,goldrare,#947b41,#d09c35,#452d19,gold1,9,13,34,2
20801,Cristiano Ronaldo,90,"ST,CF",Manchester Utd,Premier League,Portugal,81,92,78,85,34,75,4,5,goldrare,#947b41,#d09c35,#452d19,gold1,11,13,38,1
256431,Čech,90,GK,ICON,Icons,Czech Republic,88,87,80,90,53,91,3,1,worldcup-icon,#971b3b,#fff,#73663b,gold129,112658,2118,12,1
192119,Courtois,90,GK,Belgium,World Cup,Belgium,84,89,75,90,46,89,3,1,worldcup,#971b3b,#971b3b,#fff,gold128,1325,1990,7,1
167495,Neuer,90,GK,Germany,World Cup,Germany,87,88,91,88,56,91,4,1,worldcup,#971b3b,#971b3b,#fff,gold128,1337,1990,21,1
238429,Schmeichel,90,GK,ICON,Icons,Denmark,89,84,85,93,50,86,3,1,legend,#5e4e22,#fff,#73663b,gold12,112658,2118,13,1
192119,Courtois,90,GK,Real Madrid,LaLiga Santander,Belgium,84,89,75,90,46,89,3,1,goldrare,#947b41,#d09c35,#452d19,gold1,243,53,7,0
167495,Neuer,90,GK,FC Bayern München,Bundesliga,Germany,87,88,91,88,56,91,4,1,goldrare,#947b41,#d09c35,#452d19,gold1,21,19,21,0
214997,Correa,89,"ST,RM,CF",Atlético de Madrid,LaLiga Santander,Argentina,90,89,85,92,57,82,4,4,wcshowdownwinner,#971b3b,#971b3b,#fff,gold149,240,53,52,1
231478,Martínez,89,"ST,CF",Inter,Serie A TIM,Argentina,86,89,78,88,50,88,4,4,wcphenoms,#000,#bfbfbf,#000,gold146,44,31,52,0
251854,Pedri,89,CM,FC Barcelona,LaLiga Santander,Spain,83,76,85,90,75,80,4,5,wcphenoms,#000,#bfbfbf,#000,gold146,241,53,45,0
212218,Laporte,89,CB,Manchester City,Premier League,Spain,82,53,75,72,90,87,3,2,wcstories,#000,#bfbfbf,#000,gold145,10,13,45,0
220834,Marco Asensio,89,"ST,CF,RW",Real Madrid,LaLiga Santander,Spain,91,86,84,89,49,70,4,4,wcstories,#000,#bfbfbf,#000,gold145,243,53,45,0
176580,Suárez,89,"ST,CF",Uruguay,Libertadores,Uruguay,85,91,83,89,50,88,4,3,roadtowc,#f9d202,#932ecb,#20c3ba,gold139,1377,1003,60,2
232656,Hernández,89,"LB,LWB",Milan,Serie A TIM,France,96,75,81,85,82,87,3,3,wctott,#fff,#000,#c4c8c9,gold138,47,31,18,1
26709,Márquez,89,"CDM,CB",LaLiga Hero,LaLiga Santander,Mexico,78,66,76,75,91,89,3,3,wchero,#315343,#83480c,#dcc382,gold133,999053,53,83,1
570,Okocha,89,"CAM,RM,ST",Ligue 1 Hero,Ligue 1 Uber Eats,Nigeria,89,85,84,94,41,62,4,5,wchero,#315343,#83480c,#dcc382,gold133,999016,16,133,1
266695,Brolin,89,"ST,CAM,CF,RW",Serie A Hero,Serie A TIM,Sweden,90,92,85,92,61,71,3,4,wchero,#315343,#83480c,#dcc382,gold133,999031,31,46,1
142754,Mascherano,89,"CDM,CB",Premier League Hero,Premier League,Argentina,78,56,77,77,90,87,4,3,wchero,#315343,#83480c,#dcc382,gold133,999013,13,52,1
20289,Touré,89,"CDM,CM,CAM",Premier League Hero,Premier League,Ivory Coast,82,85,88,87,82,91,4,4,wchero,#315343,#83480c,#dcc382,gold133,999013,13,108,1
3622,Ricardo Carvalho,89,CB,Premier League Hero,Premier League,Portugal,80,57,73,74,92,83,3,2,wchero,#315343,#83480c,#dcc382,gold133,999013,13,38,1
209499,Fabinho,89,"CDM,CB",Liverpool,Premier League,Brazil,78,75,84,85,88,86,2,3,wcstars,#27d5b5,#971b3b,#fff,gold131,9,13,54,1
213345,Coman,89,"LM,LW",FC Bayern München,Bundesliga,France,94,82,82,89,34,70,3,5,wcstars,#27d5b5,#971b3b,#fff,gold131,21,19,18,1
188377,Walker,89,"RB,RWB",Manchester City,Premier League,England,95,67,83,84,85,86,2,3,silverstars,#27d5b5,#971b3b,#fff,gold130,10,13,14,0
247851,Bruno Guimarães,89,"CM,CDM",Newcastle Utd,Premier League,Brazil,82,80,87,89,86,87,3,3,silverstars,#27d5b5,#971b3b,#fff,gold130,13,13,54,0
223848,Milinković-Savić,89,CM,Latium,Serie A TIM,Serbia,75,84,85,85,82,90,5,4,silverstars,#27d5b5,#971b3b,#fff,gold130,115841,31,51,0
209658,Goretzka,89,"CM,CDM",FC Bayern München,Bundesliga,Germany,80,84,84,85,84,88,4,3,silverstars,#27d5b5,#971b3b,#fff,gold130,21,19,21,0
229391,Palhinha,89,"CDM,CM",Fulham,Premier League,Portugal,75,76,80,81,90,95,4,3,silverstars,#27d5b5,#971b3b,#fff,gold130,144,13,38,0
200260,Berghuis,89,"CAM,RW",Ajax,Eredivisie,Netherlands,88,88,89,89,47,79,3,4,silverstars,#27d5b5,#971b3b,#fff,gold130,245,10,34,0
194765,Griezmann,89,"ST,CF,RW",Atlético de Madrid,LaLiga Santander,France,87,89,89,92,60,85,3,4,silverstars,#27d5b5,#971b3b,#fff,gold130,240,53,18,0
206517,Grealish,89,"LW,LM,CAM",Manchester City,Premier League,England,87,84,89,92,49,76,3,4,silverstars,#27d5b5,#971b3b,#fff,gold130,10,13,14,0
238419,Crespo,89,"ST,CF",ICON,Icons,Argentina,87,89,71,88,39,71,5,4,worldcup-icon,#971b3b,#fff,#73663b,gold129,112658,2118,52,1
238415,Petit,89,"CDM,LB,CM",ICON,Icons,France,81,78,82,77,86,89,3,3,worldcup-icon,#971b3b,#fff,#73663b,gold129,112658,2118,18,1
