209331,Mohamed Salah,92,RM|RW,Liverpool,Premier League,Egypt,92,91,85,92,49,78,3,3,3,#ebba8f,#130f0c,#82543a,209331,9,13,111,1,0,1,100872627
209331,Mohamed Salah,92,CF|ST|LW,Liverpool,Premier League,Egypt,92,91,85,92,48,78,3,3,97,#fefb00,#1e1c1c,#06e8ff,209331,9,13,111,1,0,0,84095411
208722,Sadio Mane,92,LM|CF|LW,FC Bayern München,Bundesliga,Senegal,93,87,85,91,47,80,4,3,139,#00cfb7,#550065,#ffbf00,208722,21,19,136,1,0,0,117649234
270433,,92,CF|ST,ICON,Icons,Netherlands,91,90,89,94,41,73,5,4,129,#574b15,#f9f9f9,#9d8957,270433,112658,2118,34,1,1,0,270433
188545,Robert Lewandowski,92,CF|ST,FC Barcelona,LaLiga Santander,Poland,77,92,81,87,45,84,4,3,86,#ffffde,#061b22,#a6edff,188545,241,53,37,1,0,0,84074625
247555,Garrincha,92,RM|RW,ICON,Icons,Brazil,90,86,92,94,41,67,4,4,12,#50442b,#f9f9f9,#9d8957,247555,112658,2118,54,1,0,0,247555
158023,Lionel Messi,92,RM|RW,Paris SG,Ligue 1 Uber Eats,Argentina,82,90,92,95,35,66,4,3,50,#ffffff,#111061,#5f7aff,158023,73,16,52,1,0,0,50489671
231747,Kylian Mbappe,92,CF|ST|LW,Paris SG,Ligue 1 Uber Eats,France,98,90,82,93,37,78,4,4,3,#ebba8f,#130f0c,#82543a,231747,73,16,18,1,0,1,50563395
158023,Lionel Messi,92,CAM,Paris SG,Ligue 1 Uber Eats,Argentina,82,90,91,95,35,65,4,3,79,#cdfb0a,#11233f,#e2001a,158023,73,16,52,1,0,0,67266887
267897,Gerd Muller,92,CF|ST,ICON,Icons,Germany,84,93,75,86,42,75,4,3,12,#50442b,#f9f9f9,#9d8957,267897,112658,2118,21,1,0,0,267897
203376,Virgil van Dijk,92,CB,Liverpool,Premier League,Netherlands,83,61,73,74,92,88,3,1,145,#8a1538,#fda900,#eeeee4,203376,9,13,34,1,0,0,84089456
270421,,92,CAM|CF,ICON,Icons,Italy,87,83,90,91,39,61,4,4,129,#574b15,#f9f9f9,#9d8957,270421,112658,2118,27,1,1,0,270421
238440,Paolo Maldini,92,CB|LB,ICON,Icons,Italy,82,56,74,68,95,81,4,1,12,#50442b,#f9f9f9,#9d8957,238440,112658,2118,27,1,0,0,238440
192985,Kevin De Bruyne,92,CM|CAM,Manchester City,Premier League,Belgium,75,89,94,88,66,79,5,3,3,#ebba8f,#130f0c,#82543a,192985,10,13,7,1,0,1,50524633
173731,Gareth Bale,91,RM|RW,LAFC,Major League Soccer,Wales,89,92,90,88,63,83,3,3,145,#8a1538,#fda900,#eeeee4,173731,112996,39,50,1,0,0,67282595
191189,Lothar Matthaus,91,CB|CDM|RM,ICON,Icons,Germany,87,84,86,77,89,82,4,2,12,#50442b,#f9f9f9,#9d8957,191189,112658,2118,21,1,0,0,191189
248449,Zinedine Zidane,91,CM|CAM,ICON,Icons,France,84,86,91,90,73,81,5,4,12,#50442b,#f9f9f9,#9d8957,248449,112658,2118,18,1,0,0,248449
266691,Diego Forlan,91,CF|ST|LW,HERO,LaLiga Santander,Uruguay,90,94,83,90,58,80,4,3,133,#ffe479,#412101,#c66a0c,266691,114605,53,60,1,0,0,50598339
190043,Pele,91,CAM|CF|ST|LW,ICON,Icons,Brazil,94,89,88,93,53,73,4,4,12,#50442b,#f9f9f9,#9d8957,190043,112658,2118,54,1,0,0,190043
166676,Rudi Voller,91,CF|ST,HERO,Serie A TIM,Germany,91,94,78,90,49,87,4,2,133,#ffe479,#412101,#c66a0c,166676,114605,31,21,1,0,0,50498324
200145,Casemiro,91,CM,Manchester Utd,Premier League,Brazil,76,78,80,77,90,92,3,2,138,#ffffff,#277b83,#00d3ba,200145,11,13,54,1,0,0,100863441
270423,,91,CF|ST,ICON,Icons,Cameroon,93,92,82,89,52,82,5,3,129,#574b15,#f9f9f9,#9d8957,270423,112658,2118,103,1,1,0,270423
242520,Eusebio,91,CF|ST,ICON,Icons,Portugal,93,93,88,90,42,74,5,3,12,#50442b,#f9f9f9,#9d8957,242520,112658,2118,38,1,0,0,242520
192985,Kevin De Bruyne,91,CM|CAM,Belgium,Special League,Belgium,74,88,93,87,64,77,5,3,128,#eeeee4,#8a1538,#ff004c,192985,1325,1990,7,1,0,0,84079065
192985,Kevin De Bruyne,91,CM|CAM,Manchester City,Premier League,Belgium,74,88,93,87,64,77,5,3,1,#3a2717,#d1aa8f,#a77254,192985,10,13,7,1,0,1,192985
202126,Harry Kane,91,CF|ST,Spurs,Premier League,England,84,93,86,85,48,85,5,2,138,#ffffff,#277b83,#00d3ba,202126,18,13,14,1,0,0,67310990
270432,,91,CB,ICON,Icons,England,80,62,82,77,92,84,3,1,129,#574b15,#f9f9f9,#9d8957,270432,112658,2118,14,1,1,0,270432
209331,Mohamed Salah,91,RM|RW,Liverpool,Premier League,Egypt,91,90,83,91,47,77,3,3,3,#ebba8f,#130f0c,#82543a,209331,9,13,111,1,0,1,50540979
242522,Johan Cruyff,91,CAM|CF|ST,ICON,Icons,Netherlands,91,89,88,93,41,72,5,4,12,#50442b,#f9f9f9,#9d8957,242522,112658,2118,34,1,0,0,242522
200104,Heung Min Son,91,LM|LW,Spurs,Premier League,Korea Republic,90,91,86,89,44,75,5,3,139,#00cfb7,#550065,#ffbf00,200104,18,13,167,1,0,0,100863400
270417,,91,CF|ST,ICON,Icons,Scotland,89,91,78,89,42,72,5,3,129,#574b15,#f9f9f9,#9d8957,270417,112658,2118,42,1,1,0,270417
238395,Ronaldinho,91,CAM|CF|LW,ICON,Icons,Brazil,91,86,88,92,36,79,4,4,12,#50442b,#f9f9f9,#9d8957,238395,112658,2118,54,1,0,0,238395
270424,,91,RM|CAM|RW,ICON,Icons,Portugal,91,87,89,91,40,79,4,4,129,#574b15,#f9f9f9,#9d8957,270424,112658,2118,38,1,1,0,270424
20801,Cristiano Ronaldo,91,CF|ST,Manchester Utd,Premier League,Portugal,83,89,80,90,37,78,4,4,22,#95fbff,#681720,#b6337e,20801,11,13,38,1,0,0,50352449
270434,,91,CF|ST,ICON,Icons,Spain,93,89,80,91,42,69,5,3,129,#574b15,#f9f9f9,#9d8957,270434,112658,2118,45,1,1,0,270434
188545,Robert Lewandowski,91,CF|ST,Poland,Special League,Poland,75,91,79,86,44,83,4,3,128,#eeeee4,#8a1538,#ff004c,188545,1353,1990,37,1,0,0,67297409
188545,Robert Lewandowski,91,CF|ST,FC Barcelona,LaLiga Santander,Poland,75,91,79,86,44,83,4,3,21,#c4f750,#110956,#ea1765,188545,241,53,37,1,0,0,50520193
188545,Robert Lewandowski,91,CF|ST,FC Barcelona,LaLiga Santander,Poland,75,91,79,86,44,83,4,3,1,#3a2717,#d1aa8f,#a77254,188545,241,53,37,1,0,1,188545
158023,Lionel Messi,91,RM|RW,Argentina,Special League,Argentina,81,89,90,94,34,64,4,3,128,#eeeee4,#8a1538,#ff004c,158023,1369,1990,52,1,0,0,84044103
158023,Lionel Messi,91,RM|RW,Paris SG,Ligue 1 Uber Eats,Argentina,81,89,90,94,34,64,4,3,1,#3a2717,#d1aa8f,#a77254,158023,73,16,52,1,0,1,158023
231747,Kylian Mbappe,91,CF|ST|LW,France,Special League,France,97,89,80,92,36,76,4,4,128,#eeeee4,#8a1538,#ff004c,231747,1335,1990,18,1,0,0,84117827
231747,Kylian Mbappe,91,CF|ST|LW,Paris SG,Ligue 1 Uber Eats,France,97,89,80,92,36,76,4,4,1,#3a2717,#d1aa8f,#a77254,231747,73,16,18,1,0,1,231747
241721,Rafael Leao,91,CF|ST,Milan,Serie A TIM,Portugal,96,85,81,91,34,83,4,4,146,#ebebeb,#795edd,#5af7dc,241721,47,31,38,1,0,0,117682233
165153,Karim Benzema,91,CF|ST,France,Special League,France,80,88,83,87,39,78,4,3,128,#eeeee4,#8a1538,#ff004c,165153,1335,1990,18,1,0,0,50496801
165153,Karim Benzema,91,CF|ST,Real Madrid,LaLiga Santander,France,80,88,83,87,39,78,4,3,1,#3a2717,#d1aa8f,#a77254,165153,243,53,18,1,0,1,165153
239055,Marco van Basten,91,CF|ST,ICON,Icons,Netherlands,79,92,75,87,40,70,4,2,12,#50442b,#f9f9f9,#9d8957,239055,112658,2118,34,1,0,0,239055
243078,Roberto Baggio,91,CAM|CF,ICON,Icons,Italy,88,82,89,90,38,60,4,4,12,#50442b,#f9f9f9,#9d8957,243078,112658,2118,27,1,0,0,243078
239528,Franco Baresi,91,CB,ICON,Icons,Italy,69,48,74,70,94,80,3,1,12,#50442b,#f9f9f9,#9d8957,239528,112658,2118,27,1,0,0,239528
270419,,91,CB,ICON,Icons,Italy,78,44,63,67,93,84,3,1,129,#574b15,#f9f9f9,#9d8957,270419,112658,2118,27,1,1,0,270419
270466,,91,GK,ICON,Icons,Spain,92,88,85,91,59,91,3,0,129,#574b15,#f9f9f9,#9d8957,270466,112658,2118,45,1,1,0,270466
238193,Lev Yashin,91,GK,ICON,Icons,Russia,93,85,73,93,62,92,3,0,12,#50442b,#f9f9f9,#9d8957,238193,112658,2118,40,1,0,0,238193
238434,Ruud Gullit,90,CB|CM|ST,ICON,Icons,Netherlands,88,88,88,87,80,87,5,3,12,#50442b,#f9f9f9,#9d8957,238434,112658,2118,34,1,0,0,238434
270428,,90,CM|LM,ICON,Icons,Germany,75,85,88,84,86,87,3,2,129,#574b15,#f9f9f9,#9d8957,270428,112658,2118,21,1,1,0,270428
270442,,90,LB|LWB,ICON,Icons,Brazil,91,82,85,80,85,85,3,2,129,#574b15,#f9f9f9,#9d8957,270442,112658,2118,54,1,1,0,270442
255477,Eric Cantona,90,CF|ST,ICON,Icons,France,85,90,89,91,54,90,4,4,12,#50442b,#f9f9f9,#9d8957,255477,112658,2118,18,1,0,0,255477
212198,Bruno Fernandes,90,CM|CAM,Manchester Utd,Premier League,Portugal,80,89,91,85,71,80,4,3,145,#8a1538,#fda900,#eeeee4,212198,11,13,38,1,0,0,67321062
252371,Jude Bellingham,90,CM|LM,Borussia Dortmund,Bundesliga,England,82,82,85,90,85,86,4,3,146,#ebebeb,#795edd,#5af7dc,252371,22,19,14,1,0,0,117692883
177003,Luka Modric,90,CM,Real Madrid,LaLiga Santander,Croatia,78,80,91,90,77,70,4,3,139,#00cfb7,#550065,#ffbf00,177003,243,53,10,1,0,0,100840299
210514,Joao Cancelo,90,RWB|CDM|CM,Manchester City,Premier League,Portugal,87,77,87,87,84,78,4,3,97,#fefb00,#1e1c1c,#06e8ff,210514,10,13,38,1,0,0,84096594
183898,Angel Di Maria,90,LM|LW,Juventus,Serie A TIM,Argentina,90,86,89,92,53,76,4,4,138,#ffffff,#277b83,#00d3ba,183898,45,31,52,1,0,0,84069978
270440,,90,CM,ICON,Icons,France,84,78,81,84,88,90,3,2,129,#574b15,#f9f9f9,#9d8957,270440,112658,2118,18,1,1,0,270440
239542,Hristo Stoichkov,90,LM|ST|LW,ICON,Icons,Bulgaria,90,90,87,90,48,84,3,3,12,#50442b,#f9f9f9,#9d8957,239542,112658,2118,9,1,0,0,239542
255358,Samuel Eto'o,90,CF|ST,ICON,Icons,Cameroon,91,91,82,88,53,81,4,3,12,#50442b,#f9f9f9,#9d8957,255358,112658,2118,103,1,0,0,255358
238438,George Best,90,RM|CAM|RW|LW,ICON,Icons,Northern Ireland,90,90,83,93,57,70,4,3,12,#50442b,#f9f9f9,#9d8957,238438,112658,2118,35,1,0,0,238438
266690,Lucio,90,CB,HERO,Bundesliga,Brazil,83,73,76,78,93,90,4,2,133,#ffe479,#412101,#c66a0c,266690,114605,19,54,1,0,0,50598338
268514,Jairzinho,90,RM|RW,ICON,Icons,Brazil,93,89,86,91,49,75,4,4,12,#50442b,#f9f9f9,#9d8957,268514,112658,2118,54,1,0,0,268514
260817,Cafu,90,RWB|RB,ICON,Icons,Brazil,90,57,85,87,88,84,3,3,12,#50442b,#f9f9f9,#9d8957,260817,112658,2118,54,1,0,0,260817
247614,Andrea Pirlo,90,CDM|CM,ICON,Icons,Italy,75,79,93,90,68,65,4,4,12,#50442b,#f9f9f9,#9d8957,247614,112658,2118,27,1,0,0,247614
218667,Bernardo Silva,90,CM|CAM,Manchester City,Premier League,Portugal,82,81,87,94,63,71,4,3,130,#ffffff,#620f27,#00d3ba,218667,10,13,38,1,0,0,67327531
270467,,90,CF|ST,ICON,Icons,Netherlands,84,93,86,89,45,75,4,3,129,#574b15,#f9f9f9,#9d8957,270467,112658,2118,34,1,1,0,270467
237692,Phil Foden,90,RM|CF|RW|LW,Manchester City,Premier League,England,88,85,87,93,62,67,4,3,138,#ffffff,#277b83,#00d3ba,237692,10,13,14,1,0,0,84123772
242950,Rivaldo,90,CAM|CF|ST|LW,ICON,Icons,Brazil,85,90,87,90,43,77,2,3,12,#50442b,#f9f9f9,#9d8957,242950,112658,2118,54,1,0,0,242950
255910,Xavi,90,CM,ICON,Icons,Spain,77,74,93,92,66,68,3,3,12,#50442b,#f9f9f9,#9d8957,255910,112658,2118,45,1,0,0,255910
5661,Fernando Morientes,90,CAM|CF|RW|ST,HERO,LaLiga Santander,Spain,86,92,78,84,46,87,4,3,133,#ffe479,#412101,#c66a0c,5661,114605,53,45,1,0,0,50337309
237069,Thierry Henry,90,LM|ST|LW,ICON,Icons,France,90,88,85,87,51,77,4,3,12,#50442b,#f9f9f9,#9d8957,237069,112658,2118,18,1,0,0,237069
247324,Carlos Alberto,90,RWB|RB|CB,ICON,Icons,Brazil,90,63,80,83,87,84,4,2,12,#50442b,#f9f9f9,#9d8957,247324,112658,2118,54,1,0,0,247324
270444,,90,CF|ST,ICON,Icons,Ivory Coast,88,91,76,81,47,89,5,3,129,#574b15,#f9f9f9,#9d8957,270444,112658,2118,108,1,1,0,270444
200145,Casemiro,90,CDM,Manchester Utd,Premier League,Brazil,65,75,76,73,88,91,3,1,3,#ebba8f,#130f0c,#82543a,200145,11,13,54,1,0,1,50531793
270445,,90,CB|CAM,ICON,Icons,France,80,69,70,79,91,86,3,1,129,#574b15,#f9f9f9,#9d8957,270445,112658,2118,18,1,1,0,270445
208722,Sadio Mane,90,LM|CF|LW,FC Bayern München,Bundesliga,Senegal,91,85,82,89,45,78,4,3,3,#ebba8f,#130f0c,#82543a,208722,21,19,136,1,0,1,67317586
209331,Mohamed Salah,90,RM|RW,Liverpool,Premier League,Egypt,90,89,82,90,45,75,3,3,1,#3a2717,#d1aa8f,#a77254,209331,9,13,111,1,0,1,209331
182521,Toni Kroos,90,CM,Real Madrid,LaLiga Santander,Germany,57,83,92,84,73,71,5,2,3,#ebba8f,#130f0c,#82543a,182521,243,53,21,1,0,1,84068601
247701,Kenny Dalglish,90,CF|ST,ICON,Icons,Scotland,87,90,79,89,42,71,5,3,12,#50442b,#f9f9f9,#9d8957,247701,112658,2118,42,1,0,0,247701
167134,Jean-Pierre Papin,90,CF|ST,HERO,Ligue 1 Uber Eats,France,85,94,74,85,45,77,4,2,133,#ffe479,#412101,#c66a0c,167134,114605,16,18,1,0,0,50498782
270431,,90,CM|LM|CAM,ICON,Icons,Romania,85,88,90,89,42,65,5,3,129,#574b15,#f9f9f9,#9d8957,270431,112658,2118,39,1,1,0,270431
239080,Luis Figo,90,RM|CAM|RW,ICON,Icons,Portugal,90,86,88,91,40,78,4,3,12,#50442b,#f9f9f9,#9d8957,239080,112658,2118,38,1,0,0,239080
239604,Emilio Butragueno,90,CF|ST,ICON,Icons,Spain,92,88,81,91,42,70,5,2,12,#50442b,#f9f9f9,#9d8957,239604,112658,2118,45,1,0,0,239604
1075,Alessandro Del Piero,90,CAM|CF|ST,ICON,Icons,Italy,85,90,85,92,42,69,5,3,12,#50442b,#f9f9f9,#9d8957,1075,112658,2118,27,1,0,0,1075
190871,Neymar Jr,90,LM|CAM,Paris SG,Ligue 1 Uber Eats,Brazil,88,85,86,94,38,63,5,4,3,#ebba8f,#130f0c,#82543a,190871,73,16,54,1,0,1,50522519
247552,Garrincha,90,RM|RW,ICON,Icons,Brazil,90,83,88,93,41,67,4,4,12,#50442b,#f9f9f9,#9d8957,247552,112658,2118,54,1,0,0,247552
207865,Marquinhos,90,CB,Paris SG,Ligue 1 Uber Eats,Brazil,81,58,78,78,91,84,3,2,139,#00cfb7,#550065,#ffbf00,207865,73,16,54,1,0,0,100871161
270446,,90,CF|ST,ICON,Icons,Germany,86,88,75,82,42,80,4,3,129,#574b15,#f9f9f9,#9d8957,270446,112658,2118,21,1,1,0,270446
237063,Ronaldo,90,CF|ST,ICON,Icons,Brazil,94,90,77,91,42,72,4,3,12,#50442b,#f9f9f9,#9d8957,237063,112658,2118,54,1,0,0,237063
20801,Cristiano Ronaldo,90,CF|ST,Portugal,Special League,Portugal,81,92,78,85,34,75,4,4,128,#eeeee4,#8a1538,#ff004c,20801,1354,1990,38,1,0,0,67129665
20801,Cristiano Ronaldo,90,CF|ST,Manchester Utd,Premier League,Portugal,81,92,78,85,34,75,4,4,1,#3a2717,#d1aa8f,#a77254,20801,11,13,38,1,0,1,20801
4000,Dennis Bergkamp,90,CAM|RW|ST,ICON,Icons,Netherlands,85,89,83,88,35,73,4,3,12,#50442b,#f9f9f9,#9d8957,4000,112658,2118,34,1,0,0,4000
270418,,90,CF|RW|ST,ICON,Icons,Ukraine,86,91,73,86,35,75,4,3,129,#574b15,#f9f9f9,#9d8957,270418,112658,2118,49,1,1,0,270418
156616,Franck Ribery,90,LM|LW,Salernitana,Serie A TIM,France,89,85,86,90,35,70,5,4,25,#00fff6,#2e1538,#f000ff,156616,110373,31,18,1,0,0,67265480
203376,Virgil van Dijk,90,CB,Netherlands,Special League,Netherlands,81,60,71,72,91,86,3,1,128,#eeeee4,#8a1538,#ff004c,203376,105035,1990,34,1,0,0,67312240
203376,Virgil van Dijk,90,CB,Liverpool,Premier League,Netherlands,81,60,71,72,91,86,3,1,1,#3a2717,#d1aa8f,#a77254,203376,9,13,34,1,0,1,203376
156616,Franck Ribery,90,CAM|CF|ST,Salernitana,Serie A TIM,France,90,88,78,90,37,68,5,4,22,#95fbff,#681720,#b6337e,156616,110373,31,18,1,0,0,50488264
270435,,90,CF|ST,ICON,Icons,England,89,90,72,85,37,75,4,2,129,#574b15,#f9f9f9,#9d8957,270435,112658,2118,14,1,1,0,270435
270427,,90,CAM|LW,ICON,Icons,Denmark,84,78,90,91,37,63,4,3,129,#574b15,#f9f9f9,#9d8957,270427,112658,2118,13,1,1,0,270427
239532,Ruud van Nistelrooy,90,CF|ST,ICON,Icons,Netherlands,82,88,72,82,38,80,3,2,12,#50442b,#f9f9f9,#9d8957,239532,112658,2118,34,1,0,0,239532
261593,Jurgen Kohler,90,CB,HERO,Bundesliga,Germany,75,52,64,63,92,91,3,1,133,#ffe479,#412101,#c66a0c,261593,114605,19,21,1,0,0,50593241
238386,Carles Puyol,90,RB|CB,ICON,Icons,Spain,72,45,66,58,93,91,3,1,12,#50442b,#f9f9f9,#9d8957,238386,112658,2118,45,1,0,0,238386
239062,Alessandro Nesta,90,CB,ICON,Icons,Italy,71,41,62,66,91,85,3,1,12,#50442b,#f9f9f9,#9d8957,239062,112658,2118,27,1,0,0,239062
190053,Peter Schmeichel,90,GK,ICON,Icons,Denmark,89,84,85,93,50,86,3,0,12,#50442b,#f9f9f9,#9d8957,190053,112658,2118,13,1,0,0,190053
167495,Manuel Neuer,90,GK,Germany,Special League,Germany,87,88,91,88,56,91,4,0,128,#eeeee4,#8a1538,#ff004c,167495,1337,1990,21,1,0,0,50499143
167495,Manuel Neuer,90,GK,FC Bayern München,Bundesliga,Germany,87,88,91,88,56,91,4,0,1,#3a2717,#d1aa8f,#a77254,167495,21,19,21,1,0,1,167495
270441,,90,GK,ICON,Icons,Czech Republic,88,87,80,90,53,91,3,0,129,#574b15,#f9f9f9,#9d8957,270441,112658,2118,12,1,1,0,270441
192119,Thibaut Courtois,90,GK,Belgium,Special League,Belgium,84,89,75,90,46,89,3,0,128,#eeeee4,#8a1538,#ff004c,192119,1325,1990,7,1,0,0,50523767
192119,Thibaut Courtois,90,GK,Real Madrid,LaLiga Santander,Belgium,84,89,75,90,46,89,3,0,1,#3a2717,#d1aa8f,#a77254,192119,243,53,7,1,0,1,192119
200104,Heung Min Son,90,LM|LW,Spurs,Premier League,Korea Republic,89,90,84,87,43,71,5,3,3,#ebba8f,#130f0c,#82543a,200104,18,13,167,1,0,1,50531752
20289,Yaya Toure,89,CDM|CM|CAM,HERO,Premier League,Ivory Coast,82,85,88,87,82,91,4,3,133,#ffe479,#412101,#c66a0c,20289,114605,13,108,1,0,0,50351937
256339,Bastian Schweinsteiger,89,CM|LM,ICON,Icons,Germany,68,83,87,83,85,87,3,2,12,#50442b,#f9f9f9,#9d8957,256339,112658,2118,21,1,0,0,256339
189509,Thiago,89,CM,Liverpool,Premier League,Spain,85,84,89,87,75,73,3,4,22,#95fbff,#681720,#b6337e,189509,9,13,45,1,0,0,50521157
243784,Michael Ballack,89,CM|CAM,ICON,Icons,Germany,78,87,88,82,78,88,4,3,12,#50442b,#f9f9f9,#9d8957,243784,112658,2118,21,1,0,0,243784
258778,David Beckham,89,RM|CM|RW,ICON,Icons,England,80,85,92,86,68,80,3,2,12,#50442b,#f9f9f9,#9d8957,258778,112658,2118,14,1,0,0,258778
209658,Leon Goretzka,89,CDM|CM,FC Bayern München,Bundesliga,Germany,80,84,84,85,84,88,4,2,130,#ffffff,#620f27,#00d3ba,209658,21,19,21,1,0,0,67318522
266695,Tomas Brolin,89,CAM|CF|RW|ST,HERO,Serie A TIM,Sweden,90,92,85,92,61,71,3,3,133,#ffe479,#412101,#c66a0c,266695,114605,31,46,1,0,0,50598343
223848,Sergej Milinkovic-Savic,89,CM,Latium,Serie A TIM,Serbia,75,84,85,85,82,90,5,3,130,#ffffff,#620f27,#00d3ba,223848,115841,31,51,1,0,0,100887144
242931,Steven Gerrard,89,CDM|CM,ICON,Icons,England,80,86,88,84,75,80,3,2,12,#50442b,#f9f9f9,#9d8957,242931,112658,2118,14,1,0,0,242931
191972,David Ginola,89,LM|CAM|ST|LW,HERO,Ligue 1 Uber Eats,France,90,88,87,91,55,84,5,4,72,#e8fbff,#182c3b,#a55364,191972,114605,16,18,1,1,0,191972
176580,Luis Suarez,89,CF|ST,Uruguay,CONMEBOL Libertadores,Uruguay,85,91,83,89,50,88,4,2,139,#00cfb7,#550065,#ffbf00,176580,1377,1003,60,1,0,0,67285444
256154,Philipp Lahm,89,RB|LB|CDM,ICON,Icons,Germany,82,70,88,85,90,70,3,2,12,#50442b,#f9f9f9,#9d8957,256154,112658,2118,21,1,0,0,256154
209499,Fabinho,89,CB|CDM,Liverpool,Premier League,Brazil,78,75,84,85,88,86,2,2,131,#eeeee4,#48071f,#00d3ba,209499,9,13,54,1,0,0,67318363
270426,,89,LB|CDM|CM,ICON,Icons,France,81,78,82,77,86,89,3,2,129,#574b15,#f9f9f9,#9d8957,270426,112658,2118,18,1,1,0,270426
232656,Theo Hernandez,89,LB|LWB,Milan,Serie A TIM,France,96,75,81,85,82,87,3,2,138,#ffffff,#277b83,#00d3ba,232656,47,31,18,1,0,0,117673168
269601,Xabi Alonso,89,CDM|CM,ICON,Icons,Spain,72,77,87,79,84,82,4,2,12,#50442b,#f9f9f9,#9d8957,269601,112658,2118,45,1,0,0,269601
177003,Luka Modric,89,CM,Real Madrid,LaLiga Santander,Croatia,75,78,90,89,73,67,4,3,3,#ebba8f,#130f0c,#82543a,177003,243,53,10,1,0,1,50508651
232411,Christopher Nkunku,89,CAM|CF|ST,RB Leipzig,Bundesliga,France,91,84,86,91,69,70,3,4,130,#ffffff,#620f27,#00d3ba,232411,112172,19,18,1,0,0,67341275
239537,Paul Scholes,89,CM|CAM,ICON,Icons,England,71,86,89,81,64,80,3,2,12,#50442b,#f9f9f9,#9d8957,239537,112658,2118,14,1,0,0,239537
210514,Joao Cancelo,89,RB|LB|LWB,Manchester City,Premier League,Portugal,86,75,86,86,82,75,4,3,3,#ebba8f,#130f0c,#82543a,210514,10,13,38,1,0,1,50542162
190049,Eusebio,89,CF|ST,ICON,Icons,Portugal,95,91,82,90,43,78,5,3,12,#50442b,#f9f9f9,#9d8957,190049,112658,2118,38,1,0,0,190049
231478,Lautaro Martinez,89,CF|ST,Inter,Serie A TIM,Argentina,86,89,78,88,50,88,4,3,146,#ebebeb,#795edd,#5af7dc,231478,44,31,52,1,0,0,100894774
251854,Pedri,89,CM,FC Barcelona,LaLiga Santander,Spain,83,76,85,90,75,80,4,4,146,#ebebeb,#795edd,#5af7dc,251854,241,53,45,1,0,0,117692366
239602,Pavel Nedved,89,LM|LW,ICON,Icons,Czech Republic,88,86,88,88,52,80,5,3,12,#50442b,#f9f9f9,#9d8957,239602,112658,2118,12,1,0,0,239602
212622,Joshua Kimmich,89,RB|CDM,Germany,Special League,Germany,68,72,87,84,83,79,4,2,128,#eeeee4,#8a1538,#ff004c,212622,1337,1990,21,1,0,0,50544270
212622,Joshua Kimmich,89,RB|CDM,FC Bayern München,Bundesliga,Germany,68,72,87,84,83,79,4,2,1,#3a2717,#d1aa8f,#a77254,212622,21,19,21,1,0,1,212622
266690,Lucio,89,CB,HERO,Serie A TIM,Brazil,82,72,74,77,91,89,3,2,72,#e8fbff,#182c3b,#a55364,266690,114605,31,54,1,1,0,266690
